cod_ibge,COD_idf,indice,pesos
3204955,d3_c3_i1,"0,146179402",1505
3204955,d3_c3_i2,"0,01129568106",1505
3204955,d3_c3,"0,07873754153",1505
3204955,d3,"0,4218161683",1505
3204955,d4_c1_i1,"0,9913621262",1505
3204955,d4_c1_i2,"0,6790697674",1505
3204955,d4_c1_i3,"0,9787375415",1505
3204955,d4_c1,"0,8830564784",1505
3204955,d4_c2_i1,"0,9441860465",1505
3204955,d4_c2_i2,"0,8106312292",1505
3204955,d4_c2_i3,"0,7408637874",1505
3204955,d4_c2,"0,8318936877",1505
3204955,d4_c3_i1,"0,9441860465",1505
3204955,d4_c3_i2,"0,8106312292",1505
3204955,d4_c3,"0,8774086379",1505
3204955,d4_c4_i1,"0,677076412",1505
3204955,d4_c4,"0,677076412",1505
3204955,d4,"0,817358804",1505
3204955,d5_c2_i1,"0,9634551495",1505
3204955,d5_c2_i2,"0,996013289",1505
3204955,d5_c2_i3,"0,9913621262",1505
3204955,d5_c2,"0,9836101883",1505
3204955,d5_c3_i1,"0,922923588",1505
3204955,d5_c3_i2,"0,9588039867",1505
3204955,d5_c3,"0,9408637874",1505
3204955,d5,"0,9748246585",1505
3204955,d6_c2_i1,"0,9182724252",1505
3204955,d6_c2,"0,9182724252",1505
3204955,d6_c3_i1,"0,9980066445",1505
3204955,d6_c3,"0,9980066445",1505
3204955,d6_c4_i1,"0,5900332226",1505
3204955,d6_c4_i2,"0,9973421927",1505
3204955,d6_c4,"0,7936877076",1505
3204955,d6_c5_i1,"0,9980066445",1505
3204955,d6_c5,"0,846179402",1505
3204955,d6_c6_i1,"0,6870431894",1505
3204955,d6_c6_i2,"0,8664451827",1505
3204955,d6_c6,"0,776744186",1505
3204955,d6_c7_i1,"0,9953488372",1505
3204955,d6_c7_i2,"0,9973421927",1505
3204955,d6_c7,"0,996345515",1505
3204955,d6_c8_i1,"0,6106312292",1505
3204955,d6_c8_i2,"0,6471760797",1505
3204955,d6_c8,"0,6289036545",1505
3204955,d6,"0,8697674419",1505
3204955,idf,"0,7382279087",1505
3204708,d1_c1_i1,"0,7713139418",3988
3204708,d1_c1_i2,"0,5757271815",3988
3204708,d1_c1_i3,"0,5092778335",3988
3204708,d1_c1,"0,6187729856",3988
3204708,d1_c2_i1,"0,8716148445",3988
3204708,d1_c2_i2,"0,8658475426",3988
3204708,d1_c2_i3,"0,9959879639",3988
3204708,d1_c2,"0,911150117",3988
3204708,d1_c3_i1,"0,3580742227",3988
3204708,d1_c3_i2,"0,5827482447",3988
3204708,d1_c3,"0,4704112337",3988
3204708,d1_c4_i2,"0,998996991",3988
3204708,d1_c4_i3,"0,9842026078",3988
3204708,d1_c4,"0,9943998663",3988
3204708,d1_c5_i1,"0,9784353059",3988
3204708,d1_c5_i2,"0,9974924774",3988
3204708,d1_c5,"0,9879638917",3988
3204708,d1_c6_i1,"0,5245737212",3988
3204708,d1_c6_i2,"0,7981444333",3988
3204708,d1_c6,"0,6613590772",3988
3204708,d1,"0,8062938816",3988
3204708,d2_c1_i1,"0,8405215647",3988
3204708,d2_c1_i2,"0,8761283852",3988
3204708,d2_c1_i3,"0,9340521565",3988
3204708,d2_c1_i4,"0,9533600802",3988
3204708,d2_c1_i5,"0,9295386158",3988
3204708,d2_c1,"0,9067201605",3988
3204708,d2_c2_i1,"0,537111334",3988
3204708,d2_c2_i2,"0,3061685055",3988
3204708,d2_c2_i3,"0,04764292879",3988
3204708,d2_c2_i4,"0,04764292879",3988
3204708,d2_c2,"0,2346414243",3988
3204708,d2,"0,5706807924",3988
3204708,d3_c1_i1,"0,9287863591",3988
3204708,d3_c1_i2,"0,3678535607",3988
3204708,d3_c1,"0,6483199599",3988
3204708,d3_c2_i1,"0,1800401204",3988
3204708,d3_c2_i2,"0,9112337011",3988
3204708,d3_c2,"0,5456369107",3988
3204708,d3_c3_i1,"0,09879638917",3988
3204708,d3_c3_i2,"0,00852557673",3988
3204708,d3_c3,"0,05366098295",3988
3204708,d3,"0,4158726179",3988
3204708,d4_c1_i1,"0,9806920762",3988
3204708,d4_c1_i2,"0,7224172518",3988
3204708,d4_c1_i3,"0,9124874624",3988
3204708,d4_c1,"0,8718655968",3988
3204708,d4_c2_i1,"0,9215145436",3988
3204708,d4_c2_i2,"0,6399197593",3988
3204708,d4_c2_i3,"0,601554664",3988
3204708,d4_c2,"0,7209963223",3988
3204708,d4_c3_i1,"0,9215145436",3988
3204708,d4_c3_i2,"0,6399197593",3988
3204708,d4_c3,"0,7807171515",3988
3204708,d4_c4_i1,"0,7158976931",3988
3204708,d4_c4,"0,7158976931",3988
3204708,d4,"0,7723691909",3988
3204708,d5_c2_i1,"0,9651454363",3988
3204708,d5_c2_i2,"0,9962387161",3988
3204708,d5_c2_i3,"0,9864593781",3988
3204708,d5_c2,"0,9826145102",3988
3204708,d5_c3_i1,"0,9212637914",3988
3204708,d5_c3_i2,"0,9506018054",3988
3204708,d5_c3,"0,9359327984",3988
3204708,d5,"0,9728491029",3988
3204708,d6_c2_i1,"0,87111334",3988
3204708,d6_c2,"0,87111334",3988
3204708,d6_c3_i1,"0,9952357071",3988
3204708,d6_c3,"0,9952357071",3988
3204708,d6_c4_i1,"0,75777332",3988
3204708,d6_c4_i2,"0,9982447342",3988
3204708,d6_c4,"0,8780090271",3988
3204708,d6_c5_i1,"0,9964894684",3988
3204708,d6_c5,"0,9439568706",3988
3204708,d6_c6_i1,"0,8061685055",3988
3204708,d6_c6_i2,"0,8304914744",3988
3204708,d6_c6,"0,81832999",3988
3204708,d6_c7_i1,"0,9939819458",3988
3204708,d6_c7_i2,"0,9987462387",3988
3204708,d6_c7,"0,9963640923",3988
3204708,d6_c8_i1,"0,7740722166",3988
3204708,d6_c8_i2,"0,7891173521",3988
3204708,d6_c8,"0,7815947844",3988
3204708,d6,"0,9105754764",3988
3204708,idf,"0,741440177",3988
3204252,d1_c1_i1,"0,8078273959",1993
3204252,d1_c1_i2,"0,6763672855",1993
3204252,d1_c1_i3,"0,6292022077",1993
3204252,d1_c1,"0,7044656297",1993
3204252,d1_c2_i1,"0,8439538384",1993
3204252,d1_c2_i2,"0,8539889614",1993
3204252,d1_c2_i3,"0,9994982439",1993
3204252,d1_c2,"0,8991470146",1993
3204252,d1_c3_i1,"0,3130958354",1993
3204252,d1_c3_i2,"0,6216758655",1993
3204252,d1_c3,"0,4673858505",1993
3204252,d1_c4_i2,"0,9984947316",1993
3204252,d1_c4_i3,"0,9698946312",1993
3204252,d1_c4,"0,9894631209",1993
3204252,d1_c5_i1,"0,9899648771",1993
3204252,d1_c5_i2,"0,9994982439",1993
3204252,d1_c5,"0,9947315605",1993
3204252,d1_c6_i1,"0,0140491721",1993
3204252,d1_c6_i2,"0,6773707978",1993
3204252,d1_c6,"0,3457099849",1993
3204252,d1,"0,7715575944",1993
3204252,d2_c1_i1,"0,845960863",1993
3204252,d2_c1_i2,"0,8785750125",1993
3204252,d2_c1_i3,"0,9232313096",1993
3204252,d2_c1_i4,"0,9493226292",1993
3204252,d2_c1_i5,"0,9172102358",1993
3204252,d2_c1,"0,90286001",1993
3204252,d2_c2_i1,"0,5805318615",1993
3204252,d2_c2_i2,"0,4059207225",1993
3204252,d2_c2_i3,"0,04014049172",1993
3204252,d2_c2_i4,"0,04014049172",1993
3204252,d2_c2,"0,2666833919",1993
3204252,d2,"0,584771701",1993
3204252,d3_c1_i1,"0,9066733567",1993
3204252,d3_c1_i2,"0,1751128951",1993
3204252,d3_c1,"0,5408931259",1993
3204252,d3_c2_i1,"0,1179126944",1993
3204252,d3_c2_i2,"0,9573507275",1993
3204252,d3_c2,"0,537631711",1993
3204252,d3_c3_i1,"0,03211239338",1993
3204252,d3_c3_i2,"0,003512293026",1993
3204252,d3_c3,"0,0178123432",1993
3204252,d3,"0,3654457267",1993
3204252,d4_c1_i1,"0,9879578525",1993
3204252,d4_c1_i2,"0,5012543904",1993
3204252,d4_c1_i3,"0,7009533367",1993
3204252,d4_c1,"0,7300551932",1993
3204252,d4_c2_i1,"0,9136979428",1993
3204252,d4_c2_i2,"0,3803311591",1993
3204252,d4_c2_i3,"0,6452584044",1993
3204252,d4_c2,"0,6464291688",1993
3204252,d4_c3_i1,"0,9136979428",1993
3204252,d4_c3_i2,"0,3803311591",1993
3204252,d4_c3,"0,6470145509",1993
3204252,d4_c4_i1,"0,4902157551",1993
3204252,d4_c4,"0,4902157551",1993
3204252,d4,"0,628428667",1993
3204252,d5_c2_i1,"0,9739086804",1993
3204252,d5_c2_i2,"0,9974912193",1993
3204252,d5_c2_i3,"0,9939789262",1993
3204252,d5_c2,"0,9884596086",1993
3204252,d5_c3_i1,"0,9207225289",1993
3204252,d5_c3_i2,"0,9749121927",1993
3204252,d5_c3,"0,9478173608",1993
3204252,d5,"0,9787589898",1993
3204252,d6_c2_i1,"0,9106874059",1993
3204252,d6_c2,"0,9106874059",1993
3204252,d6_c3_i1,"0,9979929754",1993
3204252,d6_c3,"0,9979929754",1993
3204252,d6_c4_i1,"0,78775715",1993
3204252,d6_c4_i2,"0,9643753136",1993
3204252,d6_c4,"0,8760662318",1993
3204252,d6_c5_i1,"0,9859508279",1993
3204252,d6_c5,"0,8366783743",1993
3204252,d6_c6_i1,"0,8439538384",1993
3204252,d6_c6_i2,"0,8549924737",1993
3204252,d6_c6,"0,849473156",1993
3204252,d6_c7_i1,"0,9734069242",1993
3204252,d6_c7_i2,"0,9769192173",1993
3204252,d6_c7,"0,9751630707",1993
3204252,d6_c8_i1,"0,5895634722",1993
3204252,d6_c8_i2,"0,7882589062",1993
3204252,d6_c8,"0,6889111892",1993
3204252,d6,"0,8918715504",1993
3204252,idf,"0,7034723716",1993
3204203,d1_c1_i1,"0,7837901701",4232
3204203,d1_c1_i2,"0,6216918715",4232
3204203,d1_c1_i3,"0,572778828",4232
3204203,d1_c1,"0,6594202899",4232
3204203,d1_c2_i1,"0,845463138",4232
3204203,d1_c2_i2,"0,8206521739",4232
3204203,d1_c2_i3,"0,9962192817",4232
3204203,d1_c2,"0,8874448645",4232
3204203,d1_c3_i1,"0,2965500945",4232
3204203,d1_c3_i2,"0,5515122873",4232
3204203,d1_c3,"0,4240311909",4232
3204203,d1_c4_i2,"0,9990548204",4232
3204203,d1_c4_i3,"0,9789697543",4232
3204203,d1_c4,"0,9926748582",4232
3204203,d1_c5_i1,"0,9742438563",4232
3204203,d1_c5_i2,"0,9962192817",4232
3204203,d1_c5,"0,985231569",4232
3204203,d1_c6_i1,"0,1594990548",4232
3204203,d1_c6_i2,"0,6275992439",4232
3204203,d1_c6,"0,3935491493",4232
3204203,d1,"0,7631931317",4232
3204203,d2_c1_i1,"0,9083175803",4232
3204203,d2_c1_i2,"0,9253308129",4232
3204203,d2_c1_i3,"0,9607750473",4232
3204203,d2_c1_i4,"0,9716446125",4232
3204203,d2_c1_i5,"0,9553402647",4232
3204203,d2_c1,"0,9442816635",4232
3204203,d2_c2_i1,"0,5831758034",4232
3204203,d2_c2_i2,"0,3842155009",4232
3204203,d2_c2_i3,"0,07325141777",4232
3204203,d2_c2_i4,"0,07325141777",4232
3204203,d2_c2,"0,278473535",4232
3204203,d2,"0,6113775992",4232
3204203,d3_c1_i1,"0,8879962193",4232
3204203,d3_c1_i2,"0,3423913043",4232
3204203,d3_c1,"0,6151937618",4232
3204203,d3_c2_i1,"0,1072778828",4232
3204203,d3_c2_i2,"0,9962192817",4232
3204203,d3_c2,"0,5517485822",4232
3204203,d3_c3_i1,"0,05434782609",4232
3204203,d3_c3_i2,"0,002835538752",4232
3204203,d3_c3,"0,02859168242",4232
3204203,d3,"0,3985113422",4232
3204203,d4_c1_i1,"0,9877126654",4232
3204203,d4_c1_i2,"0,5923913043",4232
3204203,d4_c1_i3,"0,8674385633",4232
3204203,d4_c1,"0,815847511",4232
3204203,d4_c2_i1,"0,890831758",4232
3204203,d4_c2_i2,"0,5905009452",4232
3204203,d4_c2_i3,"0,5387523629",4232
3204203,d4_c2,"0,6733616887",4232
3204203,d4_c3_i1,"0,890831758",4232
3204203,d4_c3_i2,"0,5905009452",4232
3204203,d4_c3,"0,7406663516",4232
3204203,d4_c4_i1,"0,5867202268",4232
3204203,d4_c4,"0,5867202268",4232
3204203,d4,"0,7041489445",4232
3204203,d5_c2_i1,"0,968100189",4232
3204203,d5_c2_i2,"0,9924385633",4232
3204203,d5_c2_i3,"0,9877126654",4232
3204203,d5_c2,"0,9827504726",4232
3204203,d5_c3_i1,"0,9050094518",4232
3204203,d5_c3_i2,"0,9718809074",4232
3204203,d5_c3,"0,9384451796",4232
3204203,d5,"0,9737318841",4232
3204203,d6_c2_i1,"0,8572778828",4232
3204203,d6_c2,"0,8572778828",4232
3204203,d6_c3_i1,"0,9988185255",4232
3204203,d6_c3,"0,9988185255",4232
3204203,d6_c4_i1,"0,9718809074",4232
3204203,d6_c4_i2,"0,9943289225",4232
3204203,d6_c4,"0,9831049149",4232
3204203,d6_c5_i1,"0,9969281664",4232
3204203,d6_c5,"0,9219045369",4232
3204203,d6_c6_i1,"0,9853497164",4232
3204203,d6_c6_i2,"0,9924385633",4232
3204203,d6_c6,"0,9888941399",4232
3204203,d6_c7_i1,"0,9662098299",4232
3204203,d6_c7_i2,"0,9685727788",4232
3204203,d6_c7,"0,9673913043",4232
3204203,d6_c8_i1,"0,7925330813",4232
3204203,d6_c8_i2,"0,8308128544",4232
3204203,d6_c8,"0,8116729679",4232
3204203,d6,"0,941133034",4232
3204203,idf,"0,7320159893",4232
3203809,d1_c1_i1,"0,8074123097",3022
3203809,d1_c1_i2,"0,6422898743",3022
3203809,d1_c1_i3,"0,5850430179",3022
3203809,d1_c1,"0,6782484006",3022
3203809,d1_c2_i1,"0,8838517538",3022
3203809,d1_c2_i2,"0,9156187955",3022
3203809,d1_c2_i3,"0,9956982131",3022
3203809,d1_c2,"0,9317229208",3022
3203809,d1_c3_i1,"0,2928524156",3022
3203809,d1_c3_i2,"0,6641297154",3022
3203809,d1_c3,"0,4784910655",3022
3203809,d1_c4_i2,"0,9983454666",3022
3203809,d1_c4_i3,"0,9629384514",3022
3203809,d1_c4,"0,9870946393",3022
3203809,d1_c5_i1,"0,9861019193",3022
3203809,d1_c5_i2,"0,9983454666",3022
3203809,d1_c5,"0,9922236929",3022
3203809,d1_c6_i1,"0,7183984116",3022
3203809,d1_c6_i2,"0,8150231635",3022
3203809,d1_c6,"0,7667107876",3022
3203809,d1,"0,8334987867",3022
3203809,d2_c1_i1,"0,8792190602",3022
3203809,d2_c1_i2,"0,9311714097",3022
3203809,d2_c1_i3,"0,9500330907",3022
3203809,d2_c1_i4,"0,9755129054",3022
3203809,d2_c1_i5,"0,9463931171",3022
3203809,d2_c1,"0,9364659166",3022
3203809,d2_c2_i1,"0,6317008604",3022
3203809,d2_c2_i2,"0,4232296492",3022
3203809,d2_c2_i3,"0,05857048312",3022
3203809,d2_c2_i4,"0,05857048312",3022
3203809,d2_c2,"0,293017869",3022
3203809,d2,"0,6147418928",3022
3203809,d3_c1_i1,"0,955989411",3022
3203809,d3_c1_i2,"0,1634679021",3022
3203809,d3_c1,"0,5597286565",3022
3203809,d3_c2_i1,"0,118464593",3022
3203809,d3_c2_i2,"0,906684315",3022
3203809,d3_c2,"0,512574454",3022
3203809,d3_c3_i1,"0,02283256122",3022
3203809,d3_c3_i2,"0,003970880212",3022
3203809,d3_c3,"0,01340172071",3022
3203809,d3,"0,3619016104",3022
3203809,d4_c1_i1,"0,9589675711",3022
3203809,d4_c1_i2,"0,4705493051",3022
3203809,d4_c1_i3,"0,6211118465",3022
3203809,d4_c1,"0,6835429076",3022
3203809,d4_c2_i1,"0,8295830576",3022
3203809,d4_c2_i2,"0,2954996691",3022
3203809,d4_c2_i3,"0,5172071476",3022
3203809,d4_c2,"0,5474299581",3022
3203809,d4_c3_i1,"0,8295830576",3022
3203809,d4_c3_i2,"0,2954996691",3022
3203809,d4_c3,"0,5625413633",3022
3203809,d4_c4_i1,"0,4662475182",3022
3203809,d4_c4,"0,4662475182",3022
3203809,d4,"0,5649404368",3022
3203809,d5_c2_i1,"0,9503639974",3022
3203809,d5_c2_i2,"0,9920582396",3022
3203809,d5_c2_i3,"0,9887491727",3022
3203809,d5_c2,"0,9770571366",3022
3203809,d5_c3_i1,"0,8970880212",3022
3203809,d5_c3_i2,"0,9715420251",3022
3203809,d5_c3,"0,9343150232",3022
3203809,d5,"0,9704573866",3022
3203809,d6_c2_i1,"0,8759099934",3022
3203809,d6_c2,"0,8759099934",3022
3203809,d6_c3_i1,"0,9976836532",3022
3203809,d6_c3,"0,9976836532",3022
3203809,d6_c4_i1,"0,7409000662",3022
3203809,d6_c4_i2,"0,9960291198",3022
3203809,d6_c4,"0,868464593",3022
3203809,d6_c5_i1,"0,9960291198",3022
3203809,d6_c5,"0,868464593",3022
3203809,d6_c6_i1,"0,7478491066",3022
3203809,d6_c6_i2,"0,8216412972",3022
3203809,d6_c6,"0,7847452019",3022
3203809,d6_c7_i1,"0,9960291198",3022
3203809,d6_c7_i2,"0,9970218398",3022
3203809,d6_c7,"0,9965254798",3022
3203809,d6_c8_i1,"0,7382528127",3022
3203809,d6_c8_i2,"0,7498345467",3022
3203809,d6_c8,"0,7440436797",3022
3203809,d6,"0,8919796492",3022
3203809,idf,"0,7062532937",3022
3203304,d1_c1_i1,"0,7854485325",2419
3203304,d1_c1_i2,"0,6138900372",2419
3203304,d1_c1_i3,"0,5638693675",2419
3203304,d1_c1,"0,6544026457",2419
3203304,d1_c2_i1,"0,8598594461",2419
3203304,d1_c2_i2,"0,8557255064",2419
3203304,d1_c2_i3,"0,9966928483",2419
3203304,d1_c2,"0,9040926002",2419
3203304,d1_c3_i1,"0,4911120298",2419
3203304,d1_c3_i2,"0,6242248863",2419
3203304,d1_c3,"0,557668458",2419
3203304,d1_c4_i2,"0,9987598181",2419
3203304,d1_c4_i3,"0,9801570897",2419
3203304,d1_c4,"0,9929723026",2419
3203304,d1_c5_i1,"0,9805704837",2419
3203304,d1_c5_i2,"0,999586606",2419
3203304,d1_c5,"0,9900785449",2419
3203304,d1_c6_i1,"0,3935510542",2419
3203304,d1_c6_i2,"0,662257131",2419
3203304,d1_c6,"0,5279040926",2419
3203304,d1,"0,803874092",2419
3203304,d2_c1_i1,"0,8309218685",2419
3203304,d2_c1_i2,"0,8656469616",2419
3203304,d2_c1_i3,"0,9359239355",2419
3203304,d2_c1_i4,"0,9487391484",2419
3203304,d2_c1_i5,"0,9322033898",2419
3203304,d2_c1,"0,9026870608",2419
3203304,d2_c2_i1,"0,5283174866",2419
3203304,d2_c2_i2,"0,2889623811",2419
3203304,d2_c2_i3,"0,01570897065",2419
3203304,d2_c2_i4,"0,01570897065",2419
3203304,d2_c2,"0,2121744523",2419
3203304,d2,"0,5574307565",2419
3203304,d3_c1_i1,"0,9193881769",2419
3203304,d3_c1_i2,"0,3534518396",2419
3203304,d3_c1,"0,6364200083",2419
3203304,d3_c2_i1,"0,0686233981",2419
3203304,d3_c2_i2,"0,5328648202",2419
3203304,d3_c2,"0,3007441091",2419
3203304,d3_c3_i1,"0,04175279041",2419
3203304,d3_c3_i2,"0,002893757751",2419
3203304,d3_c3,"0,02232327408",2419
3203304,d3,"0,3198291305",2419
3203304,d4_c1_i1,"0,9950392724",2419
3203304,d4_c1_i2,"0,6639107069",2419
3203304,d4_c1_i3,"0,8871434477",2419
3203304,d4_c1,"0,848697809",2419
3203304,d4_c2_i1,"0,8792889624",2419
3203304,d4_c2_i2,"0,4402645721",2419
3203304,d4_c2_i3,"0,5031004547",2419
3203304,d4_c2,"0,6075513298",2419
3203304,d4_c3_i1,"0,8792889624",2419
3203304,d4_c3_i2,"0,4402645721",2419
3203304,d4_c3,"0,6597767673",2419
3203304,d4_c4_i1,"0,6498553121",2419
3203304,d4_c4,"0,6498553121",2419
3203304,d4,"0,6914703045",2419
3203304,d5_c2_i1,"0,9545266639",2419
3203304,d5_c2_i2,"0,9962794543",2419
3203304,d5_c2_i3,"0,9851178173",2419
3203304,d5_c2,"0,9786413118",2419
3203304,d5_c3_i1,"0,9164944192",2419
3203304,d5_c3_i2,"0,9578338156",2419
3203304,d5_c3,"0,9371641174",2419
3203304,d5,"0,9719351431",2419
3203304,d6_c2_i1,"0,8974782968",2419
3203304,d6_c2,"0,8974782968",2419
3203304,d6_c3_i1,"0,9979330302",2419
3203304,d6_c3,"0,9979330302",2419
3203304,d6_c4_i1,"0,6250516742",2419
3203304,d6_c4_i2,"0,9962794543",2419
3203304,d6_c4,"0,8106655643",2419
3203304,d6_c5_i1,"0,9909053328",2419
3203304,d6_c5,"0,9020256304",2419
3203304,d6_c6_i1,"0,6961554361",2419
3203304,d6_c6_i2,"0,7713931377",2419
3203304,d6_c6,"0,7337742869",2419
3203304,d6_c7_i1,"0,9971062422",2419
3203304,d6_c7_i2,"0,9975196362",2419
3203304,d6_c7,"0,9973129392",2419
3203304,d6_c8_i1,"0,53493179",2419
3203304,d6_c8_i2,"0,5605622158",2419
3203304,d6_c8,"0,5477470029",2419
3203304,d6,"0,8608670938",2419
3203304,idf,"0,7009010867",2419
3202256,d1_c1_i1,"0,7459826947",1618
3202256,d1_c1_i2,"0,5339925834",1618
3202256,d1_c1_i3,"0,4635352287",1618
3202256,d1_c1,"0,5811701689",1618
3202256,d1_c2_i1,"0,8615574784",1618
3202256,d1_c2_i2,"0,8627935723",1618
3202256,d1_c2_i3,"0,9956736712",1618
3202256,d1_c2,"0,9066749073",1618
3202256,d1_c3_i1,"0,585908529",1618
3202256,d1_c3_i2,"0,629789864",1618
3202256,d1_c3,"0,6078491965",1618
3202256,d1_c4_i2,"0,999381953",1618
3202256,d1_c4_i3,"0,9826946848",1618
3202256,d1_c4,"0,9940255459",1618
3202256,d1_c5_i1,"0,9826946848",1618
3202256,d1_c5_i2,"0,9956736712",1618
3202256,d1_c5,"0,989184178",1618
3202256,d1_c6_i1,"0,02533992583",1618
3202256,d1_c6_i2,"0,5358467244",1618
3202256,d1_c6,"0,2805933251",1618
3202256,d1,"0,7656424745",1618
3202256,d2_c1_i1,"0,8553770087",1618
3202256,d2_c1_i2,"0,8844252163",1618
3202256,d2_c1_i3,"0,9616810878",1618
3202256,d2_c1_i4,"0,9684796044",1618
3202256,d2_c1_i5,"0,9610630408",1618
3202256,d2_c1,"0,9262051916",1618
3202256,d2_c2_i1,"0,5735475896",1618
3202256,d2_c2_i2,"0,3566131026",1618
3202256,d2_c2_i3,"0,05067985167",1618
3202256,d2_c2_i4,"0,05067985167",1618
3202256,d2_c2,"0,2578800989",1618
3202256,d2,"0,5920426452",1618
3202256,d3_c1_i1,"0,9320148331",1618
3202256,d3_c1_i2,"0,2886279357",1618
3202256,d3_c1,"0,6103213844",1618
3202256,d3_c2_i1,"0,1582200247",1618
3202256,d3_c2_i2,"0,6069221261",1618
3202256,d3_c2,"0,3825710754",1618
3202256,d3_c3_i1,"0,1681087763",1618
3202256,d3_c3_i2,"0,03461063041",1618
3202256,d3_c3,"0,1013597033",1618
3202256,d3,"0,3647507211",1618
3202256,d4_c1_i1,"0,9932014833",1618
3202256,d4_c1_i2,"0,7379480841",1618
3202256,d4_c1_i3,"0,9684796044",1618
3202256,d4_c1,"0,8998763906",1618
3202256,d4_c2_i1,"0,9270704574",1618
3202256,d4_c2_i2,"0,7843016069",1618
3202256,d4_c2_i3,"0,6699629172",1618
3202256,d4_c2,"0,7937783272",1618
3202256,d4_c3_i1,"0,9270704574",1618
3202256,d4_c3_i2,"0,7843016069",1618
3202256,d4_c3,"0,8556860321",1618
3202256,d4_c4_i1,"0,7323856613",1618
3202256,d4_c4,"0,7323856613",1618
3202256,d4,"0,8204316028",1618
3202256,d5_c2_i1,"0,9672435105",1618
3202256,d5_c2_i2,"0,9981458591",1618
3202256,d5_c2_i3,"0,9882571075",1618
3202256,d5_c2,"0,9845488257",1618
3202256,d5_c3_i1,"0,914091471",1618
3202256,d5_c3_i2,"0,9635352287",1618
3202256,d5_c3,"0,9388133498",1618
3202256,d5,"0,9744540585",1618
3202256,d6_c2_i1,"0,9004944376",1618
3202256,d6_c2,"0,9004944376",1618
3202256,d6_c3_i1,"0,999381953",1618
3202256,d6_c3,"0,999381953",1618
3202256,d6_c4_i1,"0,4610630408",1618
3202256,d6_c4_i2,"0,999381953",1618
3202256,d6_c4,"0,7302224969",1618
3202256,d6_c5_i1,"0,9938195303",1618
3202256,d6_c5,"0,7533992583",1618
3202256,d6_c6_i1,"0,5018541409",1618
3202256,d6_c6_i2,"0,6328800989",1618
3202256,d6_c6,"0,5673671199",1618
3202256,d6_c7_i1,"0,999381953",1618
3202256,d6_c7_i2,"0,999381953",1618
3202256,d6_c7,"0,999381953",1618
3202256,d6_c8_i1,"0,3986402967",1618
3202256,d6_c8_i2,"0,478368356",1618
3202256,d6_c8,"0,4385043263",1618
3202256,d6,"0,7985939431",1618
3202256,idf,"0,7193192409",1618
3202207,d1_c1_i1,"0,7833710407",3536
3202207,d1_c1_i2,"0,6071832579",3536
3202207,d1_c1_i3,"0,5540158371",3536
3202207,d1_c1,"0,6481900452",3536
3202207,d1_c2_i1,"0,8639705882",3536
3202207,d1_c2_i2,"0,8201357466",3536
3202207,d1_c2_i3,"0,9923642534",3536
3202207,d1_c2,"0,8921568627",3536
3202207,d1_c3_i1,"0,3430429864",3536
3202207,d1_c3_i2,"0,5610859729",3536
3202207,d1_c3,"0,4520644796",3536
3202207,d1_c4_i2,"0,9988687783",3536
3202207,d1_c4_i3,"0,9804864253",3536
3202207,d1_c4,"0,9931184012",3536
3202207,d1_c5_i1,"0,9734162896",3536
3202207,d1_c5_i2,"0,9963235294",3536
3202207,d1_c5,"0,9848699095",3536
3202207,d1_c6_i1,"0,1798642534",3536
3202207,d1_c6_i2,"0,6134049774",3536
3202207,d1_c6,"0,3966346154",3536
3202207,d1,"0,7667191877",3536
3202207,d2_c1_i1,"0,8682126697",3536
3202207,d2_c1_i2,"0,8885746606",3536
3202207,d2_c1_i3,"0,94739819",3536
3202207,d2_c1_i4,"0,9592760181",3536
3202207,d2_c1_i5,"0,9428733032",3536
3202207,d2_c1,"0,9212669683",3536
3202207,d2_c2_i1,"0,5930429864",3536
3202207,d2_c2_i2,"0,3865950226",3536
3202207,d2_c2_i3,"0,04977375566",3536
3202207,d2_c2_i4,"0,04977375566",3536
3202207,d2_c2,"0,2697963801",3536
3202207,d2,"0,5955316742",3536
3202207,d3_c1_i1,"0,8877262443",3536
3202207,d3_c1_i2,"0,2893099548",3536
3202207,d3_c1,"0,5885180995",3536
3202207,d3_c2_i1,"0,1750565611",3536
3202207,d3_c2_i2,"0,977658371",3536
3202207,d3_c2,"0,5763574661",3536
3202207,d3_c3_i1,"0,08371040724",3536
3202207,d3_c3_i2,"0,006221719457",3536
3202207,d3_c3,"0,04496606335",3536
3202207,d3,"0,403280543",3536
3202207,d4_c1_i1,"0,9889705882",3536
3202207,d4_c1_i2,"0,5921945701",3536
3202207,d4_c1_i3,"0,8843325792",3536
3202207,d4_c1,"0,8218325792",3536
3202207,d4_c2_i1,"0,9117647059",3536
3202207,d4_c2_i2,"0,5938914027",3536
3202207,d4_c2_i3,"0,5794683258",3536
3202207,d4_c2,"0,6950414781",3536
3202207,d4_c3_i1,"0,9117647059",3536
3202207,d4_c3_i2,"0,5938914027",3536
3202207,d4_c3,"0,7528280543",3536
3202207,d4_c4_i1,"0,5865384615",3536
3202207,d4_c4,"0,5865384615",3536
3202207,d4,"0,7140601433",3536
3202207,d5_c2_i1,"0,9810520362",3536
3202207,d5_c2_i2,"0,996040724",3536
3202207,d5_c2_i3,"0,9906674208",3536
3202207,d5_c2,"0,9892533937",3536
3202207,d5_c3_i1,"0,9253393665",3536
3202207,d5_c3_i2,"0,9380656109",3536
