cod_ibge,COD_idf,indice,pesos
3204302,d1_c1,"0,6385941645",3016
3204302,d1_c2_i1,"0,8096816976",3016
3204302,d1_c2_i2,"0,8786472149",3016
3204302,d1_c2_i3,"0,999005305",3016
3204302,d1_c2,"0,8957780725",3016
3204302,d1_c3_i1,"0,3425066313",3016
3204302,d1_c3_i2,"0,6133952255",3016
3204302,d1_c3,"0,4779509284",3016
3204302,d1_c4_i2,"0,9986737401",3016
3204302,d1_c4_i3,"0,9797745358",3016
3204302,d1_c4,"0,992816092",3016
3204302,d1_c5_i1,"0,9801061008",3016
3204302,d1_c5_i2,"0,9983421751",3016
3204302,d1_c5,"0,9892241379",3016
3204302,d1_c6_i1,"0,3521220159",3016
3204302,d1_c6_i2,"0,5964854111",3016
3204302,d1_c6,"0,4743037135",3016
3204302,d1_c7_i1,"0,9303713528",3016
3204302,d1_c7,"0,9303713528",3016
3204302,d1,"0,7712912088",3016
3204302,d2_c1_i1,"0,8232758621",3016
3204302,d2_c1_i2,"0,8653846154",3016
3204302,d2_c1_i3,"0,9161140584",3016
3204302,d2_c1_i4,"0,9459549072",3016
3204302,d2_c1_i5,"0,9134615385",3016
3204302,d2_c1,"0,8928381963",3016
3204302,d2_c2_i1,"0,5679708223",3016
3204302,d2_c2_i2,"0,349137931",3016
3204302,d2_c2_i3,"0,09847480106",3016
3204302,d2_c2_i4,"0,09847480106",3016
3204302,d2_c2,"0,2785145889",3016
3204302,d2,"0,5856763926",3016
3204302,d3_c1_i1,"0,9297082228",3016
3204302,d3_c1_i2,"0,2105437666",3016
3204302,d3_c1,"0,5701259947",3016
3204302,d3_c2_i1,"0,1263262599",3016
3204302,d3_c2_i2,"0,9976790451",3016
3204302,d3_c2,"0,5620026525",3016
3204302,d3_c3_i1,"0,05669761273",3016
3204302,d3_c3_i2,"0,005305039788",3016
3204302,d3_c3,"0,03100132626",3016
3204302,d3,"0,3877099912",3016
3204302,d4_c1_i1,"0,9635278515",3016
3204302,d4_c1_i2,"0,6230106101",3016
3204302,d4_c1_i3,"0,8232758621",3016
3204302,d4_c1,"0,8032714412",3016
3204302,d4_c2_i1,"0,7178381963",3016
3204302,d4_c2_i2,"0,4048408488",3016
3204302,d4_c2_i3,"0,425066313",3016
3204302,d4_c2,"0,5159151194",3016
3204302,d4_c3_i1,"0,7178381963",3016
3204302,d4_c3_i2,"0,4048408488",3016
3204302,d4_c3,"0,5613395225",3016
3204302,d4_c4_i1,"0,6100795756",3016
3204302,d4_c4,"0,6100795756",3016
3204302,d4,"0,6226514147",3016
3204302,d5_c2_i1,"0,975795756",3016
3204302,d5_c2_i2,"0,99933687",3016
3204302,d5_c2_i3,"0,9920424403",3016
3204302,d5_c2,"0,9890583554",3016
3204302,d5_c3_i1,"0,8942307692",3016
3204302,d5_c3_i2,"0,9867374005",3016
3204302,d5_c3,"0,9404840849",3016
3204302,d5,"0,9765141468",3016
3204302,d6_c2_i1,"0,8547745358",3016
3204302,d6_c2,"0,8547745358",3016
3204302,d6_c3_i1,"0,999005305",3016
3204302,d6_c3,"0,999005305",3016
3204302,d6_c4_i1,"0,7327586207",3016
3204302,d6_c4_i2,"0,9771220159",3016
3204302,d6_c4,"0,8549403183",3016
3204302,d6_c5_i1,"0,9807692308",3016
3204302,d6_c5,"0,6722480106",3016
3204302,d6_c6_i1,"0,6329575597",3016
3204302,d6_c6_i2,"0,9512599469",3016
3204302,d6_c6,"0,7921087533",3016
3204302,d6_c7_i1,"0,5978116711",3016
3204302,d6_c7_i2,"0,8398541114",3016
3204302,d6_c7,"0,7188328912",3016
3204302,d6_c8_i1,"0,7032493369",3016
3204302,d6_c8_i2,"0,7198275862",3016
3204302,d6_c8,"0,7115384615",3016
3204302,d6,"0,8254310345",3016
3204302,idf,"0,6948790314",3016
3204104,d1_c1_i1,"0,7751127998",4211
3204104,d1_c1_i2,"0,5825219663",4211
3204104,d1_c1_i3,"0,5224412254",4211
3204104,d1_c1,"0,6266919972",4211
3204104,d1_c2_i1,"0,8413678461",4211
3204104,d1_c2_i2,"0,8154832581",4211
3204104,d1_c2_i3,"0,9962004275",4211
3204104,d1_c2,"0,8843505106",4211
3204104,d1_c3_i1,"0,3369745904",4211
3204104,d1_c3_i2,"0,5281405842",4211
3204104,d1_c3,"0,4325575873",4211
3204104,d1_c4_i2,"0,9988126336",4211
3204104,d1_c4_i3,"0,9848017098",4211
3204104,d1_c4,"0,9945381145",4211
3204104,d1_c5_i1,"0,974115412",4211
3204104,d1_c5_i2,"0,998337687",4211
3204104,d1_c5,"0,9862265495",4211
3204104,d1_c6_i1,"0,3177392543",4211
3204104,d1_c6_i2,"0,8235573498",4211
3204104,d1_c6,"0,5706483021",4211
3204104,d1,"0,7850018659",4211
3204104,d2_c1_i1,"0,8620280218",4211
3204104,d2_c1_i2,"0,8570410829",4211
3204104,d2_c1_i3,"0,9413440988",4211
3204104,d2_c1_i4,"0,9413440988",4211
3204104,d2_c1_i5,"0,9358822133",4211
3204104,d2_c1,"0,9075279031",4211
3204104,d2_c2_i1,"0,5423889812",4211
3204104,d2_c2_i2,"0,341724056",4211
3204104,d2_c2_i3,"0,05461885538",4211
3204104,d2_c2_i4,"0,05461885538",4211
3204104,d2_c2,"0,248337687",4211
3204104,d2,"0,5779327951",4211
3204104,d3_c1_i1,"0,8881500831",4211
3204104,d3_c1_i2,"0,2334362384",4211
3204104,d3_c1,"0,5607931608",4211
3204104,d3_c2_i1,"0,1296604132",4211
3204104,d3_c2_i2,"0,8940869152",4211
3204104,d3_c2,"0,5118736642",4211
3204104,d3_c3_i1,"0,03490857279",4211
3204104,d3_c3_i2,"0,004749465685",4211
3204104,d3_c3,"0,01982901924",4211
3204104,d3,"0,3641652814",4211
3204104,d4_c1_i1,"0,9897886488",4211
3204104,d4_c1_i2,"0,5435763477",4211
3204104,d4_c1_i3,"0,8940869152",4211
3204104,d4_c1,"0,8091506372",4211
3204104,d4_c2_i1,"0,9109475184",4211
3204104,d4_c2_i2,"0,5454761339",4211
3204104,d4_c2_i3,"0,5661363097",4211
3204104,d4_c2,"0,674186654",4211
3204104,d4_c3_i1,"0,9109475184",4211
3204104,d4_c3_i2,"0,5454761339",4211
3204104,d4_c3,"0,7282118262",4211
3204104,d4_c4_i1,"0,5357397293",4211
3204104,d4_c4,"0,5357397293",4211
3204104,d4,"0,6868222117",4211
3204104,d5_c1_i3,"0,9997625267",4211
3204104,d5_c1,"0,9999208422",4211
3204104,d5_c2_i1,"0,9589171218",4211
3204104,d5_c2_i2,"0,9931132748",4211
3204104,d5_c2_i3,"0,9802897174",4211
3204104,d5_c2,"0,977440038",4211
3204104,d5_c3_i1,"0,8988363809",4211
3204104,d5_c3_i2,"0,969128473",4211
3204104,d5_c3,"0,933982427",4211
3204104,d5,"0,9704477691",4211
3204104,d6_c2_i1,"0,8824507243",4211
3204104,d6_c2,"0,8824507243",4211
3204104,d6_c3_i1,"0,9978627404",4211
3204104,d6_c3,"0,9978627404",4211
3204104,d6_c4_i1,"0,8449299454",4211
3204104,d6_c4_i2,"0,9981002137",4211
3204104,d6_c4,"0,9215150796",4211
3204104,d6_c5_i1,"0,9976252672",4211
3204104,d6_c5,"0,9583234386",4211
3204104,d6_c6_i1,"0,859653289",4211
3204104,d6_c6_i2,"0,8769888388",4211
3204104,d6_c6,"0,8683210639",4211
3204104,d6_c7_i1,"0,9943006412",4211
3204104,d6_c7_i2,"0,9990501069",4211
3204104,d6_c7,"0,996675374",4211
3204104,d6_c8_i1,"0,7542151508",4211
3204104,d6_c8_i2,"0,7760626929",4211
3204104,d6_c8,"0,7651389219",4211
3204104,d6,"0,9237859178",4211
3204104,idf,"0,7180259735",4211
3203403,d1_c1_i1,"0,8298066399",5482
3203403,d1_c1_i2,"0,6700109449",5482
3203403,d1_c1_i3,"0,6167457132",5482
3203403,d1_c1,"0,7055210994",5482
3203403,d1_c2_i1,"0,9367019336",5482
3203403,d1_c2_i2,"0,8978475009",5482
3203403,d1_c2_i3,"0,9989055089",5482
3203403,d1_c2,"0,9444849812",5482
3203403,d1_c3_i1,"0,3168551623",5482
3203403,d1_c3_i2,"0,678402043",5482
3203403,d1_c3,"0,4976286027",5482
3203403,d1_c4_i2,"0,9985406786",5482
3203403,d1_c4_i3,"0,9726377235",5482
3203403,d1_c4,"0,9903928007",5482
3203403,d1_c5_i1,"0,9897847501",5482
3203403,d1_c5_i2,"0,9987230938",5482
3203403,d1_c5,"0,9942539219",5482
3203403,d1_c6_i1,"0,7254651587",5482
3203403,d1_c6_i2,"0,9076979205",5482
3203403,d1_c6,"0,8165815396",5482
3203403,d1_c7_i1,"0,9998175848",5482
3203403,d1_c7,"0,9998175848",5482
3203403,d1,"0,8498115043",5482
3203403,d2_c1_i1,"0,9005837286",5482
3203403,d2_c1_i2,"0,919554907",5482
3203403,d2_c1_i3,"0,950565487",5482
3203403,d2_c1_i4,"0,9657059467",5482
3203403,d2_c1_i5,"0,9483765049",5482
3203403,d2_c1,"0,9369573148",5482
3203403,d2_c2_i1,"0,5674936155",5482
3203403,d2_c2_i2,"0,3642831084",5482
3203403,d2_c2_i3,"0,04742794601",5482
3203403,d2_c2_i4,"0,04742794601",5482
3203403,d2_c2,"0,256658154",5482
3203403,d2,"0,5968077344",5482
3203403,d3_c1_i1,"0,9303174024",5482
3203403,d3_c1_i2,"0,3971178402",5482
3203403,d3_c1,"0,6637176213",5482
3203403,d3_c2_i1,"0,09102517329",5482
3203403,d3_c2_i2,"0,8604523896",5482
3203403,d3_c2,"0,4757387815",5482
3203403,d3_c3_i1,"0,01933600876",5482
3203403,d3_c3_i2,"0,001641736592",5482
3203403,d3_c3,"0,01048887267",5482
3203403,d3,"0,3833150918",5482
3203403,d4_c1_i1,"0,996898942",5482
3203403,d4_c1_i2,"0,7137905874",5482
3203403,d4_c1_i3,"0,987595768",5482
3203403,d4_c1,"0,8994284324",5482
3203403,d4_c2_i1,"0,8314483765",5482
3203403,d4_c2_i2,"0,3194089748",5482
3203403,d4_c2_i3,"0,4724553083",5482
3203403,d4_c2,"0,5411042199",5482
3203403,d4_c3_i1,"0,8314483765",5482
3203403,d4_c3_i2,"0,3194089748",5482
3203403,d4_c3,"0,5754286757",5482
3203403,d4_c4_i1,"0,707223641",5482
3203403,d4_c4,"0,707223641",5482
3203403,d4,"0,6807962422",5482
3203403,d5_c2_i1,"0,9589565852",5482
3203403,d5_c2_i2,"0,9927033929",5482
3203403,d5_c2_i3,"0,9885078439",5482
3203403,d5_c2,"0,9800559407",5482
3203403,d5_c3_i1,"0,9100693178",5482
3203403,d5_c3_i2,"0,9421743889",5482
3203403,d5_c3,"0,9261218533",5482
3203403,d5,"0,9687259313",5482
3203403,d6_c2_i1,"0,8985771616",5482
3203403,d6_c2,"0,8985771616",5482
3203403,d6_c3_i1,"0,996898942",5482
3203403,d6_c3,"0,996898942",5482
3203403,d6_c4_i1,"0,7116016053",5482
3203403,d6_c4_i2,"0,9990879241",5482
3203403,d6_c4,"0,8553447647",5482
3203403,d6_c5_i1,"0,996898942",5482
3203403,d6_c5,"0,8234221087",5482
3203403,d6_c6_i1,"0,4996351696",5482
3203403,d6_c6_i2,"0,7765414082",5482
3203403,d6_c6,"0,6380882889",5482
3203403,d6_c7_i1,"0,9974461875",5482
3203403,d6_c7_i2,"0,9989055089",5482
3203403,d6_c7,"0,9981758482",5482
3203403,d6_c8_i1,"0,4399854068",5482
3203403,d6_c8_i2,"0,7236410069",5482
3203403,d6_c8,"0,5818132069",5482
3203403,d6,"0,8490400401",5482
3203403,idf,"0,7214160907",5482
3203320,d1_c1_i1,"0,7758883546",8527
3203320,d1_c1_i2,"0,5773425589",8527
3203320,d1_c1_i3,"0,5203471326",8527
3203320,d1_c1,"0,6245260154",8527
3203320,d1_c2_i1,"0,8069661077",8527
3203320,d1_c2_i2,"0,8727571244",8527
3203320,d1_c2_i3,"0,9957781166",8527
3203320,d1_c2,"0,8918337829",8527
3203320,d1_c3_i1,"0,3510026973",8527
3203320,d1_c3_i2,"0,5943473672",8527
3203320,d1_c3,"0,4726750323",8527
3203320,d1_c4_i2,"0,9994136273",8527
3203320,d1_c4_i3,"0,9800633283",8527
3203320,d1_c4,"0,9931589852",8527
3203320,d1_c5_i1,"0,9800633283",8527
3203320,d1_c5_i2,"0,9970681365",8527
3203320,d1_c5,"0,9885657324",8527
3203320,d1_c6_i1,"0,0472616395",8527
3203320,d1_c6_i2,"0,5894218365",8527
3203320,d1_c6,"0,318341738",8527
3203320,d1_c7_i1,"0,9997654509",8527
3203320,d1_c7,"0,9997654509",8527
3203320,d1,"0,755552391",8527
3203320,d2_c1_i1,"0,8809663422",8527
3203320,d2_c1_i2,"0,9222469802",8527
3203320,d2_c1_i3,"0,9500410461",8527
3203320,d2_c1_i4,"0,9711504632",8527
3203320,d2_c1_i5,"0,9472264571",8527
3203320,d2_c1,"0,9343262578",8527
3203320,d2_c2_i1,"0,5850826786",8527
3203320,d2_c2_i2,"0,3878269028",8527
3203320,d2_c2_i3,"0,07845666706",8527
3203320,d2_c2_i4,"0,07845666706",8527
3203320,d2_c2,"0,2824557289",8527
3203320,d2,"0,6083909933",8527
3203320,d3_c1_i1,"0,9194323912",8527
3203320,d3_c1_i2,"0,2486220242",8527
3203320,d3_c1,"0,5840272077",8527
3203320,d3_c2_i1,"0,09077049373",8527
3203320,d3_c2_i2,"0,9390172394",8527
3203320,d3_c2,"0,5148938665",8527
3203320,d3_c3_i1,"0,04878620851",8527
3203320,d3_c3_i2,"0,00375278527",8527
3203320,d3_c3,"0,02626949689",8527
3203320,d3,"0,3750635237",8527
3203320,d4_c1_i1,"0,8987920722",8527
3203320,d4_c1_i2,"0,6285915328",8527
3203320,d4_c1_i3,"0,8265509558",8527
3203320,d4_c1,"0,7846448536",8527
3203320,d4_c2_i1,"0,7036472382",8527
3203320,d4_c2_i2,"0,4475196435",8527
3203320,d4_c2_i3,"0,3945115515",8527
3203320,d4_c2,"0,5152261444",8527
3203320,d4_c3_i1,"0,7036472382",8527
3203320,d4_c3_i2,"0,4475196435",8527
3203320,d4_c3,"0,5755834408",8527
3203320,d4_c4_i1,"0,621906884",8527
3203320,d4_c4,"0,621906884",8527
3203320,d4,"0,6243403307",8527
3203320,d5_c2_i1,"0,9710331887",8527
3203320,d5_c2_i2,"0,9948399203",8527
3203320,d5_c2_i3,"0,9886243696",8527
3203320,d5_c2,"0,9848324929",8527
3203320,d5_c3_i1,"0,8882373637",8527
3203320,d5_c3_i2,"0,9340917087",8527
3203320,d5_c3,"0,9111645362",8527
3203320,d5,"0,965332343",8527
3203320,d6_c2_i1,"0,7939486338",8527
3203320,d6_c2,"0,7939486338",8527
3203320,d6_c3_i1,"0,9991790782",8527
3203320,d6_c3,"0,9991790782",8527
3203320,d6_c4_i1,"0,8694734373",8527
3203320,d6_c4_i2,"0,9893280169",8527
3203320,d6_c4,"0,9294007271",8527
3203320,d6_c5_i1,"0,9865134279",8527
3203320,d6_c5,"0,7530198194",8527
3203320,d6_c6_i1,"0,4262929518",8527
3203320,d6_c6_i2,"0,9610648528",8527
3203320,d6_c6,"0,6936789023",8527
3203320,d6_c7_i1,"0,9448809663",8527
3203320,d6_c7_i2,"0,9774832884",8527
3203320,d6_c7,"0,9611821274",8527
3203320,d6_c8_i1,"0,6928579805",8527
3203320,d6_c8_i2,"0,7174856339",8527
3203320,d6_c8,"0,7051718072",8527
3203320,d6,"0,8544476369",8527
3203320,idf,"0,6971878698",8527
3203106,d1_c1_i1,"0,7769270036",1959
3203106,d1_c1_i2,"0,5982644206",1959
3203106,d1_c1_i3,"0,5502807555",1959
3203106,d1_c1,"0,6418240599",1959
3203106,d1_c2_i1,"0,7345584482",1959
3203106,d1_c2_i2,"0,8565594691",1959
3203106,d1_c2_i3,"0,9954058193",1959
3203106,d1_c2,"0,8621745789",1959
3203106,d1_c3_i1,"0,4134762634",1959
3203106,d1_c3_i2,"0,6248085758",1959
3203106,d1_c3,"0,5191424196",1959
3203106,d1_c4_i2,"0,9994895355",1959
3203106,d1_c4_i3,"0,9887697805",1959
3203106,d1_c4,"0,9960864387",1959
3203106,d1_c5_i1,"0,9754977029",1959
3203106,d1_c5_i2,"0,9974476774",1959
3203106,d1_c5,"0,9864726901",1959
3203106,d1_c6_i1,"0,2133741705",1959
3203106,d1_c6_i2,"0,6033690658",1959
3203106,d1_c6,"0,4083716182",1959
3203106,d1_c7_i1,"0,9897907095",1959
3203106,d1_c7,"0,9897907095",1959
3203106,d1,"0,7719803593",1959
3203106,d2_c1_i1,"0,8458397141",1959
3203106,d2_c1_i2,"0,888718734",1959
3203106,d2_c1_i3,"0,943338438",1959
3203106,d2_c1_i4,"0,9637570189",1959
3203106,d2_c1_i5,"0,9402756508",1959
3203106,d2_c1,"0,9163859112",1959
3203106,d2_c2_i1,"0,6421643696",1959
3203106,d2_c2_i2,"0,42776927",1959
3203106,d2_c2_i3,"0,09749872384",1959
3203106,d2_c2_i4,"0,09749872384",1959
3203106,d2_c2,"0,3162327718",1959
3203106,d2,"0,6163093415",1959
3203106,d3_c1_i1,"0,9259826442",1959
3203106,d3_c1_i2,"0,2924961715",1959
3203106,d3_c1,"0,6092394079",1959
3203106,d3_c2_i1,"0,2057172027",1959
3203106,d3_c2_i2,"0,886676876",1959
3203106,d3_c2,"0,5461970393",1959
3203106,d3_c3_i1,"0,1051556917",1959
3203106,d3_c3_i2,"0,008677896886",1959
3203106,d3_c3,"0,05691679428",1959
3203106,d3,"0,4041177471",1959
3203106,d4_c1_i1,"0,9862174579",1959
3203106,d4_c1_i2,"0,6457376212",1959
3203106,d4_c1_i3,"0,8489025013",1959
3203106,d4_c1,"0,8269525268",1959
3203106,d4_c2_i1,"0,9162838183",1959
3203106,d4_c2_i2,"0,6013272078",1959
3203106,d4_c2_i3,"0,5814190914",1959
3203106,d4_c2,"0,6996767058",1959
3203106,d4_c3_i1,"0,9162838183",1959
3203106,d4_c3_i2,"0,6013272078",1959
3203106,d4_c3,"0,758805513",1959
3203106,d4_c4_i1,"0,6375701889",1959
3203106,d4_c4,"0,6375701889",1959
3203106,d4,"0,7307512336",1959
3203106,d5_c2_i1,"0,9683511996",1959
3203106,d5_c2_i2,"0,9959162838",1959
3203106,d5_c2_i3,"0,9913221031",1959
3203106,d5_c2,"0,9851965288",1959
3203106,d5_c3_i1,"0,9213884635",1959
3203106,d5_c3_i2,"0,9826442062",1959
3203106,d5_c3,"0,9520163349",1959
3203106,d5,"0,9790709546",1959
3203106,d6_c2_i1,"0,9076059214",1959
3203106,d6_c2,"0,9076059214",1959
3203106,d6_c3_i1,"0,9984686064",1959
3203106,d6_c3,"0,9984686064",1959
3203106,d6_c4_i1,"0,8172537009",1959
3203106,d6_c4_i2,"0,998979071",1959
3203106,d6_c4,"0,9081163859",1959
3203106,d6_c5_i1,"0,9913221031",1959
3203106,d6_c5,"0,9349157734",1959
3203106,d6_c6_i1,"0,7442572741",1959
3203106,d6_c6_i2,"0,8575803982",1959
3203106,d6_c6,"0,8009188361",1959
3203106,d6_c7_i1,"0,9979581419",1959
3203106,d6_c7_i2,"0,9984686064",1959
3203106,d6_c7,"0,9982133742",1959
3203106,d6_c8_i1,"0,7432363451",1959
3203106,d6_c8_i2,"0,7565084227",1959
3203106,d6_c8,"0,7498723839",1959
3203106,d6,"0,9122639102",1959
3203106,idf,"0,7357489244",1959
3202801,d1_c1_i1,"0,7886904762",8736
3202801,d1_c1_i2,"0,6080586081",8736
3202801,d1_c1_i3,"0,5583791209",8736
3202801,d1_c1,"0,6517094017",8736
3202801,d1_c2_i1,"0,8096382784",8736
3202801,d1_c2_i2,"0,8602335165",8736
3202801,d1_c2_i3,"0,9977106227",8736
3202801,d1_c2,"0,8891941392",8736
3202801,d1_c3_i1,"0,336996337",8736
3202801,d1_c3_i2,"0,5864239927",8736
3202801,d1_c3,"0,4617101648",8736
3202801,d1_c4_i2,"0,998282967",8736
3202801,d1_c4_i3,"0,9724130037",8736
3202801,d1_c4,"0,9902319902",8736
3202801,d1_c5_i1,"0,981456044",8736
3202801,d1_c5_i2,"0,9979395604",8736
3202801,d1_c5,"0,9896978022",8736
3202801,d1_c6_i1,"0,4996565934",8736
3202801,d1_c6_i2,"0,8116987179",8736
3202801,d1_c6,"0,6556776557",8736
3202801,d1_c7_i1,"0,9717261905",8736
3202801,d1_c7,"0,9717261905",8736
3202801,d1,"0,8014210492",8736
3202801,d2_c1_i1,"0,8703067766",8736
3202801,d2_c1_i2,"0,8940018315",8736
3202801,d2_c1_i3,"0,9448260073",8736
3202801,d2_c1_i4,"0,957760989",8736
3202801,d2_c1_i5,"0,9404761905",8736
3202801,d2_c1,"0,921474359",8736
3202801,d2_c2_i1,"0,5583791209",8736
3202801,d2_c2_i2,"0,3627518315",8736
3202801,d2_c2_i3,"0,01510989011",8736
3202801,d2_c2_i4,"0,01510989011",8736
3202801,d2_c2,"0,2378376832",8736
3202801,d2,"0,5796560211",8736
3202801,d3_c1_i1,"0,9110576923",8736
3202801,d3_c1_i2,"0,2174908425",8736
3202801,d3_c1,"0,5642742674",8736
3202801,d3_c2_i1,"0,08516483516",8736
3202801,d3_c2_i2,"0,9961080586",8736
3202801,d3_c2,"0,5406364469",8736
3202801,d3_c3_i1,"0,038003663",8736
3202801,d3_c3_i2,"0,004235347985",8736
3202801,d3_c3,"0,02111950549",8736
3202801,d3,"0,3753434066",8736
3202801,d4_c1_i1,"0,7835393773",8736
3202801,d4_c1_i2,"0,4874084249",8736
3202801,d4_c1_i3,"0,8034569597",8736
3202801,d4_c1,"0,691468254",8736
3202801,d4_c2_i1,"0,5866529304",8736
3202801,d4_c2_i2,"0,347985348",8736
3202801,d4_c2_i3,"0,3414606227",8736
3202801,d4_c2,"0,4253663004",8736
3202801,d4_c3_i1,"0,5866529304",8736
3202801,d4_c3_i2,"0,347985348",8736
3202801,d4_c3,"0,4673191392",8736
3202801,d4_c4_i1,"0,4813415751",8736
3202801,d4_c4,"0,4813415751",8736
3202801,d4,"0,5163738172",8736
3202801,d5_c2_i1,"0,9700091575",8736
3202801,d5_c2_i2,"0,9926739927",8736
3202801,d5_c2_i3,"0,9843177656",8736
3202801,d5_c2,"0,9823336386",8736
3202801,d5_c3_i1,"0,8929716117",8736
3202801,d5_c3_i2,"0,9661172161",8736
3202801,d5_c3,"0,9295444139",8736
3202801,d5,"0,9706260175",8736
3202801,d6_c2_i1,"0,8408882784",8736
3202801,d6_c2,"0,8408882784",8736
3202801,d6_c3_i1,"0,9989697802",8736
3202801,d6_c3,"0,9989697802",8736
3202801,d6_c4_i1,"0,8230311355",8736
3202801,d6_c4_i2,"0,9900412088",8736
3202801,d6_c4,"0,9065361722",8736
3202801,d6_c5_i1,"0,9895833333",8736
3202801,d6_c5,"0,6817765568",8736
3202801,d6_c6_i1,"0,9475732601",8736
3202801,d6_c6_i2,"0,9750457875",8736
3202801,d6_c6,"0,9613095238",8736
3202801,d6_c7_i1,"0,9694368132",8736
3202801,d6_c7_i2,"0,9799679487",8736
3202801,d6_c7,"0,974702381",8736
3202801,d6_c8_i1,"0,8116987179",8736
3202801,d6_c8_i2,"0,8413461538",8736
3202801,d6_c8,"0,8265224359",8736
3202801,d6,"0,898838141",8736
3202801,idf,"0,6903764088",8736
3202553,d1_c1_i1,"0,7257479601",2206
3202553,d1_c1_i2,"0,5013599275",2206
3202553,d1_c1_i3,"0,4360834089",2206
3202553,d1_c1,"0,5543970988",2206
3202553,d1_c2_i1,"0,8685403445",2206
3202553,d1_c2_i2,"0,9315503173",2206
3202553,d1_c2_i3,"0,7869446963",2206
3202553,d1_c2,"0,8623451194",2206
3202553,d1_c3_i1,"0,5834088849",2206
3202553,d1_c3_i2,"0,6504986401",2206
3202553,d1_c3,"0,6169537625",2206
3202553,d1_c4_i2,"0,9977334542",2206
3202553,d1_c4_i3,"0,9718948323",2206
3202553,d1_c4,"0,9898760955",2206
3202553,d1_c5_i1,"0,9818676337",2206
3202553,d1_c5_i2,"0,9963735267",2206
3202553,d1_c5,"0,9891205802",2206
3202553,d1_c6_i1,"0,1681776972",2206
3202553,d1_c6_i2,"0,5077062557",2206
3202553,d1_c6,"0,3379419764",2206
3202553,d1_c7_i1,"0,9995466908",2206
3202553,d1_c7,"0,9995466908",2206
3202553,d1,"0,7643116177",2206
3202553,d2_c1_i1,"0,8318223028",2206
3202553,d2_c1_i2,"0,869900272",2206
3202553,d2_c1_i3,"0,9401631913",2206
3202553,d2_c1_i4,"0,9592021759",2206
3202553,d2_c1_i5,"0,9360834089",2206
3202553,d2_c1,"0,9074342702",2206
3202553,d2_c2_i1,"0,5485040798",2206
3202553,d2_c2_i2,"0,2937443336",2206
3202553,d2_c2_i3,"0,03490480508",2206
3202553,d2_c2_i4,"0,03490480508",2206
3202553,d2_c2,"0,2280145059",2206
3202553,d2,"0,567724388",2206
3202553,d3_c1_i1,"0,9673617407",2206
3202553,d3_c1_i2,"0,1228467815",2206
3202553,d3_c1,"0,5451042611",2206
3202553,d3_c2_i1,"0,05167724388",2206
3202553,d3_c2_i2,"0,583862194",2206
3202553,d3_c2,"0,3177697189",2206
3202553,d3_c3_i1,"0,01314596555",2206
3202553,d3_c3_i2,"0,0009066183137",2206
3202553,d3_c3,"0,007026291931",2206
3202553,d3,"0,2899667573",2206
3202553,d4_c1_i1,"0,9995466908",2206
3202553,d4_c1_i2,"0,6106074343",2206
3202553,d4_c1_i3,"0,8136899365",2206
3202553,d4_c1,"0,8079480206",2206
3202553,d4_c2_i1,"0,9578422484",2206
3202553,d4_c2_i2,"0,2815049864",2206
3202553,d4_c2_i3,"0,6514052584",2206
3202553,d4_c2,"0,6302508311",2206
3202553,d4_c3_i1,"0,9578422484",2206
3202553,d4_c3_i2,"0,2815049864",2206
3202553,d4_c3,"0,6196736174",2206
3202553,d4_c4_i1,"0,6087941976",2206
3202553,d4_c4,"0,6087941976",2206
3202553,d4,"0,6666666667",2206
3202553,d5_c2_i1,"0,9270172257",2206
3202553,d5_c2_i2,"0,994106981",2206
3202553,d5_c2_i3,"0,976881233",2206
3202553,d5_c2,"0,9660018132",2206
3202553,d5_c3_i1,"0,916137806",2206
3202553,d5_c3_i2,"0,9324569356",2206
3202553,d5_c3,"0,9242973708",2206
3202553,d5,"0,9634330613",2206
3202553,d6_c2_i1,"0,8834995467",2206
3202553,d6_c2,"0,8834995467",2206
3202553,d6_c3_i1,"0,9990933817",2206
3202553,d6_c3,"0,9990933817",2206
3202553,d6_c4_i1,"0,4188576609",2206
3202553,d6_c4_i2,"0,9986400725",2206
3202553,d6_c4,"0,7087488667",2206
3202553,d6_c5_i1,"0,9981867634",2206
3202553,d6_c5,"0,8970988214",2206
3202553,d6_c6_i1,"0,3563009973",2206
3202553,d6_c6_i2,"0,6781504986",2206
3202553,d6_c6,"0,517225748",2206
3202553,d6_c7_i1,"0,9990933817",2206
3202553,d6_c7_i2,"0,9990933817",2206
3202553,d6_c7,"0,9990933817",2206
3202553,d6_c8_i1,"0,4995466908",2206
3202553,d6_c8_i2,"0,5485040798",2206
3202553,d6_c8,"0,5240253853",2206
3202553,d6,"0,8160981414",2206
3202553,idf,"0,6780334387",2206
3202306,d1_c1_i1,"0,7638053581",5487
3202306,d1_c1_i2,"0,5828321487",5487
3202306,d1_c1_i3,"0,5334426827",5487
3202306,d1_c1,"0,6266933965",5487
3202306,d1_c2_i1,"0,8932021141",5487
3202306,d1_c2_i2,"0,8458173866",5487
3202306,d1_c2_i3,"0,9969017678",5487
3202306,d1_c2,"0,9119737562",5487
3202306,d1_c3_i1,"0,3641334062",5487
3202306,d1_c3_i2,"0,5828321487",5487
3202306,d1_c3,"0,4734827775",5487
3202306,d1_c4_i2,"0,9987242573",5487
3202306,d1_c4_i3,"0,9741206488",5487
